TF	target	score
MAX	BYSL	1
MAX	PSMG4	1
MAX	DEF6	1
MAX	GPAM	1
MAX	CCDC88C	1
MAX	UBTD1	1
MAX	ECSIT	1
MAX	ANKRD42	1
MAX	NAA40	1
MAX	RBX1	1
MAX	TRIP6	1
MAX	AK7	1
MAX	MYBBP1A	1
MAX	EIF5A	1
MAX	DCTPP1	1
MAX	TMEM52	1
MAX	ANKRD37	1
MAX	IFT81	1
MAX	CSTB	1
MAX	CBX5	1
MAX	MIIP	1
MAX	NUP50	1
MAX	YARS	1
MAX	HSPE1-MOB4	1
MAX	TCOF1	1
MAX	TTC37	1
MAX	HNRNPR	1
MAX	RAB11FIP5	1
MAX	MIR4470	1
MAX	POLR3A	1
MAX	CCDC61	1
MAX	ATP6V1A	1
MAX	FOXP4	1
MAX	PDE12	1
MAX	STEAP3	1
MAX	FOXP1	1
MAX	MFSD1	1
MAX	BNIP3L	1
MAX	TNFAIP3	1
MAX	TPCN1	1
MAX	TBC1D15	1
MAX	C12orf73	1
MAX	USE1	1
MAX	CLN8	1
MAX	RAET1K	1
MAX	DLL4	1
MAX	SNORA14B	1
MAX	CIZ1	1
MAX	LACTB2	1
MAX	TRPC4AP	1
MAX	USP2	1
MAX	SLC12A9	1
MAX	AFMID	1
MAX	SLC35A3	1
MAX	ZBTB17	1
MAX	NSMCE2	1
MAX	BEND3	1
MAX	EEF1D	1
MAX	CEBPZ	1
MAX	SYNJ2	1
MAX	EPS8L1	1
MAX	FOXM1	1
MAX	SCARNA13	1
MAX	ICAM4	1
MAX	DIAPH1	1
MAX	CEP57	1
MAX	FAM86FP	1
MAX	ABCA3	1
MAX	MIR320A	1
MAX	KLF15	1
MAX	NME4	1
MAX	CAHM	1
MAX	NFYB	1
MAX	GNB4	1
MAX	CDKN2C	1
MAX	PPP1R9B	1
MAX	C15orf61	1
MAX	RMRP	1
MAX	REXO2	1
MAX	AKNA	1
MAX	HEATR3	1
MAX	NBEAL2	1
MAX	SEC11C	1
MAX	SLC25A15	1
MAX	TLL2	1
MAX	TOP3B	1
MAX	CIDECP	1
MAX	PMPCA	1
MAX	LIMA1	1
MAX	APEX1	1
MAX	DNAJC17	1
MAX	NREP	1
MAX	ZC2HC1C	1
MAX	ITPRIPL2	1
MAX	TUFM	1
MAX	HMGA1	1
MAX	CEP41	1
MAX	SEMA7A	1
MAX	DIMT1	1
MAX	S100P	1
MAX	EIF4E2	1
MAX	UNKL	1
MAX	KIF2A	1
MAX	ATOH7	1
MAX	NANP	1
MAX	RNASEH1	1
MAX	ORC4	1
MAX	RASSF7	1
MAX	MIR22HG	1
MAX	LINGO3	1
MAX	SEZ6L2	1
MAX	MRPL2	1
MAX	GNPAT	1
MAX	UBE2V1	1
MAX	ATIC	1
MAX	EIF4A1	1
MAX	CHMP5	1
MAX	TGIF2	1
MAX	GSDMD	1
MAX	ZNF587B	1
MAX	UCHL3	1
MAX	SLC27A1	1
MAX	C14orf93	1
MAX	FLJ13224	1
MAX	NT5DC3	1
MAX	CRCP	1
MAX	URGCP	1
MAX	UCHL5	1
MAX	PDSS1	1
MAX	GEMIN4	1
MAX	NPM3	1
MAX	MLXIP	1
MAX	C14orf159	1
MAX	CHCHD10	1
MAX	TCIRG1	1
MAX	POP1	1
MAX	GALT	1
MAX	DNAJC1	1
MAX	SLAMF8	1
MAX	ZNF584	1
MAX	MEGF8	1
MAX	FUBP3	1
MAX	FAM174B	1
MAX	FOXD3	1
MAX	EFTUD2	1
MAX	MIR23A	1
MAX	SNORD51	1
MAX	MDM2	1
MAX	SEPSECS	1
MAX	RAB11FIP2	1
MAX	MSL2	1
MAX	INF2	1
MAX	USP14	1
MAX	MEF2D	1
MAX	MICU1	1
MAX	ZNF778	1
MAX	GSS	1
MAX	B3GALT6	1
MAX	CCDC124	1
MAX	SETD4	1
MAX	TRDMT1	1
MAX	SLC25A6	1
MAX	PRKD2	1
MAX	ADAMTS3	1
MAX	TNS4	1
MAX	HIVEP3	1
MAX	ARL2-SNX15	1
MAX	PLIN3	1
MAX	BNIP3	1
MAX	RAN	1
MAX	RPS27A	1
MAX	PGM2	1
MAX	ELOVL1	1
MAX	PLEKHG3	1
MAX	GPRC5C	1
MAX	PAPD7	1
MAX	KCNH4	1
MAX	ING3	1
MAX	STRAP	1
MAX	TOP1	1
MAX	RPL36A	1
MAX	CPLX3	1
MAX	SEMA3E	1
MAX	PPM1N	1
MAX	UBE2B	1
MAX	DUSP7	1
MAX	DNAJC8	1
MAX	NINJ2	1
MAX	CENPV	1
MAX	ZNF146	1
MAX	FAM63B	1
MAX	SMAD3	1
MAX	C19orf47	1
MAX	KBTBD8	1
MAX	PUS1	1
MAX	LHFPL2	1
MAX	HTRA2	1
MAX	C19orf44	1
MAX	SGSM2	1
MAX	KIAA1407	1
MAX	CHD9	1
MAX	CERS1	1
MAX	VANGL1	1
MAX	EP400	1
MAX	SLC30A7	1
MAX	PRPF19	1
MAX	SGK3	1
MAX	CHMP1A	1
MAX	DDX1	1
MAX	BCAP31	1
MAX	TP53RK	1
MAX	TRAPPC5	1
MAX	GLB1L2	1
MAX	CHD3	1
MAX	C19orf52	1
MAX	KLF16	1
MAX	FEM1C	1
MAX	TOR1A	1
MAX	STK33	1
MAX	SAE1	1
MAX	DZIP1	1
MAX	CREB5	1
MAX	ATP5F1	1
MAX	EXPH5	1
MAX	FKBP10	1
MAX	WDR77	1
MAX	STX2	1
MAX	TCP10L	1
MAX	MFSD10	1
MAX	CPSF3	1
MAX	SNORD110	1
MAX	PLEKHG4	1
MAX	MGST3	1
MAX	PRRC2C	1
MAX	ARHGAP12	1
MAX	GPSM3	1
MAX	TAF5L	1
MAX	HDAC5	1
MAX	RTEL1-TNFRSF6B	1
MAX	VDAC1	1
MAX	POLRMT	1
MAX	CREBRF	1
MAX	RNF219	1
MAX	NOB1	1
MAX	ATG5	1
MAX	PANX1	1
MAX	CNPPD1	1
MAX	RPN1	1
MAX	GMFB	1
MAX	POGLUT1	1
MAX	MEF2A	1
MAX	LSM1	1
MAX	PRDM10	1
MAX	GSTO2	1
MAX	NFIL3	1
MAX	DNASE1L3	1
MAX	NPW	1
MAX	FAM120A	1
MAX	MAP2K7	1
MAX	RNF125	1
MAX	HSPD1	1
MAX	PITPNB	1
MAX	PPA1	1
MAX	KIF23	1
MAX	TMEM189	1
MAX	MVK	1
MAX	WIPI1	1
MAX	IPO7	1
MAX	POLR3G	1
MAX	FOXRED2	1
MAX	DDIT4	1
MAX	POLA1	1
MAX	CRYM-AS1	1
MAX	KIAA1715	1
MAX	BATF3	1
MAX	C8G	1
MAX	XKR9	1
MAX	ISG20	1
MAX	C12orf10	1
MAX	PKN2	1
MAX	AGAP11	1
MAX	RPL34	1
MAX	C17orf49	1
MAX	CCND2	1
MAX	HCG27	1
MAX	CXorf56	1
MAX	GNN	1
MAX	TERF2	1
MAX	PLEKHG2	1
MAX	TBC1D13	1
MAX	GCDH	1
MAX	CCNYL1	1
MAX	STAG3	1
MAX	ZNF37BP	1
MAX	ZNF503	1
MAX	TRUB2	1
MAX	CEBPA	1
MAX	KANSL1L	1
MAX	FAR1	1
MAX	RHEBL1	1
MAX	MIR3913-1	1
MAX	GUF1	1
MAX	NUP153	1
MAX	CEP63	1
MAX	ABCD1	1
MAX	TMF1	1
MAX	OBFC1	1
MAX	HBA1	1
MAX	SLCO5A1	1
MAX	TBK1	1
MAX	MCM9	1
MAX	PTGDS	1
MAX	RBM15	1
MAX	SH3BP2	1
MAX	HNRNPL	1
MAX	UCKL1	1
MAX	C22orf23	1
MAX	NOP10	1
MAX	CCDC126	1
MAX	SNORD84	1
MAX	EXOC1	1
MAX	LIG3	1
MAX	GNL2	1
MAX	SARM1	1
MAX	PTDSS2	1
MAX	NOLC1	1
MAX	SLC4A2	1
MAX	SRRM1	1
MAX	MED11	1
MAX	PCCB	1
MAX	DPH2	1
MAX	LPCAT1	1
MAX	MED26	1
MAX	MYBL1	1
MAX	GNPTG	1
MAX	MECR	1
MAX	SPATA21	1
MAX	TDRD10	1
MAX	THAP5	1
MAX	C9orf43	1
MAX	SPCS1	1
MAX	PPM1A	1
MAX	IRF2BP2	1
MAX	TDG	1
MAX	FAM83H	1
MAX	LY6G6E	1
MAX	FNDC3B	1
MAX	C8orf58	1
MAX	DUSP28	1
MAX	RGL1	1
MAX	RAB27A	1
MAX	DCLRE1B	1
MAX	GUSBP11	1
MAX	P2RX5-TAX1BP3	1
MAX	SMG9	1
MAX	TNFRSF8	1
MAX	MRPL36	1
MAX	RRP9	1
MAX	ZBTB7C	1
MAX	WRN	1
MAX	DIABLO	1
MAX	KCMF1	1
MAX	MIR3917	1
MAX	UBE2C	1
MAX	PI4KA	1
MAX	UBA1	1
MAX	OGFOD1	1
MAX	C1QTNF2	1
MAX	TRAPPC9	1
MAX	TAS1R3	1
MAX	PFDN6	1
MAX	RAD1	1
MAX	TBCD	1
MAX	FAM195B	1
MAX	TTLL12	1
MAX	PIK3R3	1
MAX	DPH5	1
MAX	AMPD2	1
MAX	USP49	1
MAX	PRIM2	1
MAX	PDAP1	1
MAX	PPARGC1B	1
MAX	MED20	1
MAX	M6PR	1
MAX	SPOCD1	1
MAX	HCFC1R1	1
MAX	MOCOS	1
MAX	FAM86C2P	1
MAX	USP43	1
MAX	SLC9A3R2	1
MAX	LAMTOR2	1
MAX	PAQR5	1
MAX	MIR4664	1
MAX	DNAJC6	1
MAX	LSM12	1
MAX	CBX8	1
MAX	MLXIPL	1
MAX	VSNL1	1
MAX	KAT5	1
MAX	WDR87	1
MAX	VAMP3	1
MAX	CABLES1	1
MAX	CECR5-AS1	1
MAX	ACVR1B	1
MAX	IPO13	1
MAX	RUSC1	1
MAX	POLR2F	1
MAX	XPOT	1
MAX	EMC1	1
MAX	MFSD11	1
MAX	PLD3	1
MAX	ANKRD17	1
MAX	SURF6	1
MAX	TMEM132A	1
MAX	RNASEH2B-AS1	1
MAX	SNORA62	1
MAX	C4orf19	1
MAX	DACT3	1
MAX	SCARB1	1
MAX	OSGIN1	1
MAX	BCAT1	1
MAX	MIR4648	1
MAX	SCD	1
MAX	RNF126	1
MAX	GPC2	1
MAX	ZNF202	1
MAX	AASDHPPT	1
MAX	TMEM185B	1
MAX	ZMIZ1	1
MAX	LPIN1	1
MAX	CDIPT	1
MAX	SLC39A13	1
MAX	ATG4B	1
MAX	C19orf60	1
MAX	WBP2	1
MAX	CCDC115	1
MAX	DNAJC2	1
MAX	SNORA6	1
MAX	PWP1	1
MAX	CUTA	1
MAX	EZH2	1
MAX	SDCCAG3	1
MAX	KDM4C	1
MAX	C20orf27	1
MAX	PLAGL1	1
MAX	NME2	1
MAX	EPHA3	1
MAX	DEGS1	1
MAX	ATP6V0E2	1
MAX	ASPH	1
MAX	FOXK1	1
MAX	EFNB3	1
MAX	TXNL4A	1
MAX	DYNLT1	1
MAX	MAP2K6	1
MAX	MICALL1	1
MAX	FGF11	1
MAX	MIR24-2	1
MAX	TIMM50	1
MAX	HIST1H4K	1
MAX	ADNP	1
MAX	SNORD42B	1
MAX	PLD6	1
MAX	TMEM126B	1
MAX	C16orf71	1
MAX	CAND1	1
MAX	RUVBL1	1
MAX	ANKS3	1
MAX	TCEANC	1
MAX	SERBP1	1
MAX	ATAD3B	1
MAX	SSR1	1
MAX	PHOSPHO2	1
MAX	FRAT2	1
MAX	TMEM55B	1
MAX	RNF138	1
MAX	TALDO1	1
MAX	DHCR7	1
MAX	RAB42	1
MAX	DQX1	1
MAX	PLOD3	1
MAX	CFLAR	1
MAX	KIAA0391	1
MAX	FARSB	1
MAX	FANCC	1
MAX	GPX1	1
MAX	SNORA67	1
MAX	USP15	1
MAX	PEX7	1
MAX	PSMB3	1
MAX	NAA25	1
MAX	FAM21A	1
MAX	NTHL1	1
MAX	PLEKHA8P1	1
MAX	BRD9	1
MAX	PDIA4	1
MAX	CEP164	1
MAX	C10orf53	1
MAX	SLC35E3	1
MAX	IRF2	1
MAX	TRPM7	1
MAX	C19orf48	1
MAX	COMMD3-BMI1	1
MAX	ADHFE1	1
MAX	LIN52	1
MAX	NOD1	1
MAX	RAB36	1
MAX	NPM1	1
MAX	TOMM6	1
MAX	NDUFS7	1
MAX	UBE2V2	1
MAX	DHRS12	1
MAX	TMA16	1
MAX	NUDT8	1
MAX	MRRF	1
MAX	XRN2	1
MAX	PLAC8	1
MAX	ASS1	1
MAX	RBM18	1
MAX	MIR3649	1
MAX	PRMT1	1
MAX	CHCHD2	1
MAX	MXD3	1
MAX	MFF	1
MAX	ACP1	1
MAX	ARMC12	1
MAX	TRMT2A	1
MAX	IGSF22	1
MAX	NUP93	1
MAX	BROX	1
MAX	SLC44A4	1
MAX	CTIF	1
MAX	CCRN4L	1
MAX	HDAC4	1
MAX	AGTRAP	1
MAX	RAB40C	1
MAX	MRM1	1
MAX	HOXC13	1
MAX	CGREF1	1
MAX	NAT10	1
MAX	PRPF6	1
MAX	TTI1	1
MAX	ABCC4	1
MAX	EIF2B4	1
MAX	VARS	1
MAX	KAZN	1
MAX	SPRYD4	1
MAX	LY6E	1
MAX	CENPL	1
MAX	RHOBTB1	1
MAX	NRG4	1
MAX	TROVE2	1
MAX	DHRS4L1	1
MAX	STK40	1
MAX	PFN2	1
MAX	RNF212	1
MAX	HTATSF1	1
MAX	TIGD5	1
MAX	SLC25A40	1
MAX	NOL3	1
MAX	NFKBIZ	1
MAX	SNHG8	1
MAX	IKBKB	1
MAX	ATF4	1
MAX	ENO3	1
MAX	HNRNPA3	1
MAX	TUG1	1
MAX	HES4	1
MAX	HPS5	1
MAX	RHBDF2	1
MAX	RIN1	1
MAX	CNOT1	1
MAX	SHMT2	1
MAX	TBC1D24	1
MAX	POLR3E	1
MAX	MRAS	1
MAX	ASB7	1
MAX	STAT3	1
MAX	EDEM3	1
MAX	KCNC3	1
MAX	ZNF34	1
MAX	AGPAT5	1
MAX	MTX1	1
MAX	KLHDC4	1
MAX	C6orf211	1
MAX	RPL35	1
MAX	DOHH	1
MAX	RPUSD4	1
MAX	HSD17B14	1
MAX	CHSY1	1
MAX	CHTF18	1
MAX	CERS6	1
MAX	EEF2	1
MAX	ETV4	1
MAX	CAGE1	1
MAX	ALKBH8	1
MAX	FAM78B	1
MAX	RPL39	1
MAX	TGIF1	1
MAX	GRM4	1
MAX	DNAH7	1
MAX	CECR5	1
MAX	HNRNPA2B1	1
MAX	SNX30	1
MAX	NR6A1	1
MAX	CNNM2	1
MAX	BPTF	1
MAX	MEX3D	1
MAX	TMEM231	1
MAX	VGF	1
MAX	DAGLB	1
MAX	SLC26A11	1
MAX	PACSIN2	1
MAX	SCLY	1
MAX	MFSD3	1
MAX	LAMTOR1	1
MAX	MRPS18B	1
MAX	SLC7A6	1
MAX	SDR39U1	1
MAX	ERCC6	1
MAX	NLGN1	1
MAX	SREBF1	1
MAX	CCDC169	1
MAX	CHPT1	1
MAX	TNK2	1
MAX	VPS11	1
MAX	SLC35C1	1
MAX	BFSP1	1
MAX	ICA1	1
MAX	TMEM88	1
MAX	JOSD2	1
MAX	ADCY3	1
MAX	MED13	1
MAX	TUBA4A	1
MAX	NPL	1
MAX	CNTLN	1
MAX	MAPK3	1
MAX	MARVELD2	1
MAX	UNC79	1
MAX	SLC30A1	1
MAX	FAM134A	1
MAX	MIPOL1	1
MAX	PARVB	1
MAX	ETS2	1
MAX	HSPB9	1
MAX	ANKRD13B	1
MAX	SRSF8	1
MAX	UBE3D	1
MAX	XPO4	1
MAX	OTUD1	1
MAX	RRN3P3	1
MAX	RBM3	1
MAX	MIR564	1
MAX	SGSH	1
MAX	POLG	1
MAX	RHBDF1	1
MAX	XXYLT1	1
MAX	ZSWIM7	1
MAX	PRDX4	1
MAX	EVI5L	1
MAX	LRRC41	1
MAX	DCAF7	1
MAX	ZNF529	1
MAX	SUCLG2	1
MAX	VPS37C	1
MAX	RTF1	1
MAX	ALDH4A1	1
MAX	ABL1	1
MAX	KLK15	1
MAX	ZDHHC16	1
MAX	WDR26	1
MAX	ZBTB22	1
MAX	BRD2	1
MAX	P2RX5	1
MAX	SYNCRIP	1
MAX	GYG1	1
MAX	CATSPERD	1
MAX	MPHOSPH6	1
MAX	RAD51D	1
MAX	PLEKHA4	1
MAX	PER3	1
MAX	AK4	1
MAX	KRTCAP2	1
MAX	RNF4	1
MAX	SNORA48	1
MAX	ZNF485	1
MAX	ARPC5	1
MAX	CCNE2	1
MAX	TBX6	1
MAX	LYAR	1
MAX	MAP7D1	1
MAX	SEH1L	1
MAX	CAPG	1
MAX	TRMT11	1
MAX	HAGH	1
MAX	CHKB	1
MAX	UTP14A	1
MAX	ZNF789	1
MAX	FAM118B	1
MAX	TNFAIP8L1	1
MAX	ATF7	1
MAX	MAFG-AS1	1
MAX	NUP188	1
MAX	INSR	1
MAX	GNG12-AS1	1
MAX	GEMIN7	1
MAX	GLRX2	1
MAX	ARRB2	1
MAX	KLHL12	1
MAX	DVL1	1
MAX	LMNB2	1
MAX	FHIT	1
MAX	KRI1	1
MAX	FBXW8	1
MAX	ANKRD40	1
MAX	UBE2D2	1
MAX	RFC4	1
MAX	COQ4	1
MAX	DES	1
MAX	FRA10AC1	1
MAX	SLC35A4	1
MAX	DSCR3	1
MAX	MEX3A	1
MAX	TXNRD2	1
MAX	SNHG7	1
MAX	SCARNA2	1
MAX	BBC3	1
MAX	SECISBP2	1
MAX	CCDC58	1
MAX	RSPH3	1
MAX	JAKMIP1	1
MAX	BCKDK	1
MAX	MTM1	1
MAX	HSPA4	1
MAX	ARL1	1
MAX	ADCK1	1
MAX	BAZ1A	1
MAX	OSGEP	1
MAX	GLYR1	1
MAX	ACD	1
MAX	CKS1B	1
MAX	TFB2M	1
MAX	PPP1R26	1
MAX	SPTBN4	1
MAX	KIAA0586	1
MAX	TEC	1
MAX	DHODH	1
MAX	SRM	1
MAX	EPC1	1
MAX	NUS1	1
MAX	PUSL1	1
MAX	OTUB1	1
MAX	PIP5KL1	1
MAX	SHISA8	1
MAX	HERPUD1	1
MAX	DDX21	1
MAX	IBTK	1
MAX	SHPK	1
MAX	TMEM33	1
MAX	SLC43A3	1
MAX	HSBP1L1	1
MAX	CCDC12	1
MAX	TEAD3	1
MAX	TMEM189-UBE2V1	1
MAX	BIVM	1
MAX	C1orf198	1
MAX	CLPP	1
MAX	PDE4C	1
MAX	N6AMT1	1
MAX	KLF10	1
MAX	ANXA4	1
MAX	ZBTB8OS	1
MAX	ZNF628	1
MAX	ZCCHC8	1
MAX	C2CD2L	1
MAX	RCC1	1
MAX	JOSD1	1
MAX	SLC25A10	1
MAX	ZFYVE27	1
MAX	GTPBP2	1
MAX	RALGDS	1
MAX	RBM15B	1
MAX	HPSE	1
MAX	HPS1	1
MAX	RARG	1
MAX	TMEM14C	1
MAX	WDR82	1
MAX	CDK5R1	1
MAX	RPS2	1
MAX	ELK1	1
MAX	MUTYH	1
MAX	UBIAD1	1
MAX	LPXN	1
MAX	SLC26A10	1
MAX	ACOX1	1
MAX	WDSUB1	1
MAX	MVP	1
MAX	DNAJC25	1
MAX	GRPEL1	1
MAX	CCT7	1
MAX	THAP7	1
MAX	EFCAB10	1
MAX	TARBP2	1
MAX	TM2D3	1
MAX	HRAS	1
MAX	CPNE6	1
MAX	RAB7A	1
MAX	RAB11FIP3	1
MAX	KCNK15	1
MAX	HMGN2	1
MAX	ZFP91-CNTF	1
MAX	RDH5	1
MAX	KDELR2	1
MAX	PRDX5	1
MAX	C9orf156	1
MAX	FAM46B	1
MAX	SLC39A1	1
MAX	INHBC	1
MAX	TMEM68	1
MAX	MCM8	1
MAX	ZNRF3	1
MAX	CEP85	1
MAX	EXOSC2	1
MAX	MARS	1
MAX	LRFN4	1
MAX	FOPNL	1
MAX	AMIGO1	1
MAX	KIAA0232	1
MAX	TMEM194A	1
MAX	RPUSD2	1
MAX	LZTS2	1
MAX	NADK	1
MAX	RBM4	1
MAX	ARHGDIA	1
MAX	HPS4	1
MAX	DUSP5	1
MAX	GTF3C2	1
MAX	LY6G6C	1
MAX	TGFB2	1
MAX	MIR4716	1
MAX	C19orf10	1
MAX	SETMAR	1
MAX	SORBS3	1
MAX	PAQR4	1
MAX	NME6	1
MAX	HPS3	1
MAX	HES7	1
MAX	TMEM86A	1
MAX	MAP9	1
MAX	SDC3	1
MAX	PTEN	1
MAX	ECHDC3	1
MAX	ARIH2	1
MAX	ZNF75A	1
MAX	LRRC58	1
MAX	MGAT1	1
MAX	PFKFB3	1
MAX	STK4	1
MAX	VAV2	1
MAX	MET	1
MAX	YWHAG	1
MAX	QTRT1	1
MAX	GTPBP10	1
MAX	TMC6	1
MAX	TAF6L	1
MAX	C3orf58	1
MAX	ZNF460	1
MAX	MTHFD1L	1
MAX	VAC14	1
MAX	NDUFS1	1
MAX	EXOSC1	1
MAX	SAYSD1	1
MAX	BHLHE40	1
MAX	EIF1AX	1
MAX	TMEM69	1
MAX	GCAT	1
MAX	ADAMTS6	1
MAX	AMMECR1	1
MAX	RPL8	1
MAX	OGT	1
MAX	PRDX1	1
MAX	GADD45G	1
MAX	SMARCD1	1
MAX	TCERG1	1
MAX	ALAD	1
MAX	NUP37	1
MAX	ATP6V1E1	1
MAX	SLC35C2	1
MAX	CCDC24	1
MAX	TTC3	1
MAX	XYLT2	1
MAX	NUAK2	1
MAX	TRIM39	1
MAX	RPS15	1
MAX	DAK	1
MAX	ZNF565	1
MAX	LDHB	1
MAX	FAM210A	1
MAX	AARSD1	1
MAX	TBL1X	1
MAX	INTS6	1
MAX	WNT2B	1
MAX	C12orf45	1
MAX	PIAS4	1
MAX	SMC3	1
MAX	PUS7	1
MAX	MINK1	1
MAX	ZMAT1	1
MAX	KHSRP	1
MAX	SNORD19B	1
MAX	EIF4B	1
MAX	NRD1	1
MAX	NCOA5	1
MAX	NGLY1	1
MAX	PNP	1
MAX	H2AFZ	1
MAX	MIR200C	1
MAX	THY1	1
MAX	SNORD126	1
MAX	COX20	1
MAX	DHDDS	1
MAX	LDHA	1
MAX	ACY1	1
MAX	MIR4449	1
MAX	GAR1	1
MAX	ATP5G1	1
MAX	NEU3	1
MAX	MRPL40	1
MAX	GPR132	1
MAX	ERF	1
MAX	STK19	1
MAX	ASPSCR1	1
MAX	RNF145	1
MAX	TAP2	1
MAX	NEIL2	1
MAX	PRAF2	1
MAX	MPG	1
MAX	UTP18	1
MAX	FAM173A	1
MAX	ZC3H11A	1
MAX	ZZZ3	1
MAX	RNF157	1
MAX	MICA	1
MAX	OGDH	1
MAX	PPIL2	1
MAX	THADA	1
MAX	KCNN1	1
MAX	ZC3H18	1
MAX	ADCK5	1
MAX	CENPM	1
MAX	PEX5	1
MAX	RPL7L1	1
MAX	TMEM223	1
MAX	IBA57	1
MAX	SLC13A3	1
MAX	ELOVL5	1
MAX	PABPC4	1
MAX	SSB	1
MAX	PTRH1	1
MAX	NRAS	1
MAX	SLC39A11	1
MAX	TFAP4	1
MAX	HUS1	1
MAX	PLCB3	1
MAX	PCP2	1
MAX	TMEM51	1
MAX	RNMTL1	1
MAX	SNORA74A	1
MAX	TMEM5	1
MAX	DTYMK	1
MAX	PACRGL	1
MAX	CLDN7	1
MAX	BTBD7	1
MAX	DKC1	1
MAX	INTS3	1
MAX	ADAR	1
MAX	SNHG9	1
MAX	RYK	1
MAX	ABHD6	1
MAX	CNBP	1
MAX	PFKM	1
MAX	ANKZF1	1
MAX	PRKCG	1
MAX	KEAP1	1
MAX	PITX3	1
MAX	FAM13B	1
MAX	RALGAPB	1
MAX	PTPRA	1
MAX	MIR4674	1
MAX	LYSMD2	1
MAX	DMXL1	1
MAX	SCRIB	1
MAX	IL34	1
MAX	JUNB	1
MAX	TM9SF4	1
MAX	HIF1A	1
MAX	TRMT61B	1
MAX	AXIN1	1
MAX	DANCR	1
MAX	IMMT	1
MAX	PPIF	1
MAX	UBA52	1
MAX	NEURL2	1
MAX	LDLRAD3	1
MAX	NR1D1	1
MAX	HDAC3	1
MAX	NAB2	1
MAX	CITED2	1
MAX	VPS8	1
MAX	TAF8	1
MAX	SMG7	1
MAX	SLC10A7	1
MAX	SLC35E2B	1
MAX	ADAMTS17	1
MAX	SLC33A1	1
MAX	PDP2	1
MAX	SNRPA	1
MAX	LAP3	1
MAX	EFCAB11	1
MAX	ZFAT	1
MAX	EML2	1
MAX	KANSL2	1
MAX	ABCA1	1
MAX	ZNF589	1
MAX	ACSF2	1
MAX	SH2D4A	1
MAX	MCFD2	1
MAX	UFSP1	1
MAX	GLUD1	1
MAX	COX10-AS1	1
MAX	UBE2G2	1
MAX	SNORD87	1
MAX	PPP1R13L	1
MAX	FHOD1	1
MAX	SCAMP3	1
MAX	WDR5	1
MAX	PTPRF	1
MAX	CAMKK2	1
MAX	SLC20A1	1
MAX	LCLAT1	1
MAX	MTRR	1
MAX	RPS19	1
MAX	LSM10	1
MAX	COPZ1	1
MAX	DUS4L	1
MAX	MIR330	1
MAX	NR0B2	1
MAX	SF1	1
MAX	ZFP91	1
MAX	CECR2	1
MAX	FGF8	1
MAX	NDUFB9	1
MAX	SIL1	1
MAX	DNTTIP2	1
MAX	UBAC1	1
MAX	NOM1	1
MAX	DDX54	1
MAX	RNF207	1
MAX	KPNB1	1
MAX	ITGA7	1
MAX	MIR27A	1
MAX	CHAF1A	1
MAX	UBE2Q1	1
MAX	MIR550A3	1
MAX	MIR148A	1
MAX	IRAK4	1
MAX	RCBTB1	1
MAX	SPNS2	1
MAX	RCC2	1
MAX	HIST1H4J	1
MAX	LIMS1	1
MAX	ABCF1	1
MAX	HTATIP2	1
MAX	TIMELESS	1
MAX	FGD6	1
MAX	TEX264	1
MAX	CDC34	1
MAX	TADA2A	1
MAX	SNORD100	1
MAX	HSPA14	1
MAX	SERPINE1	1
MAX	C17orf59	1
MAX	MED28	1
MAX	TTF2	1
MAX	CCNL1	1
MAX	COTL1	1
MAX	PPIH	1
MAX	ATAD3A	1
MAX	PINK1	1
MAX	TTC21A	1
MAX	SLC30A3	1
MAX	HIST1H2BK	1
MAX	MIR4646	1
MAX	HNRNPF	1
MAX	ABCA7	1
MAX	NS3BP	1
MAX	OSM	1
MAX	BEX2	1
MAX	STOML1	1
MAX	YTHDF2	1
MAX	MAN1B1	1
MAX	NEK1	1
MAX	ABCA17P	1
MAX	SNRPD1	1
MAX	LPCAT3	1
MAX	DNAJA2	1
MAX	USP36	1
MAX	ALDH18A1	1
MAX	GADD45B	1
MAX	ZBTB7B	1
MAX	WDR24	1
MAX	ZBTB25	1
MAX	POLR1E	1
MAX	LAMP1	1
MAX	PDCD2L	1
MAX	SLC20A2	1
MAX	B3GNTL1	1
MAX	RPS6KA5	1
MAX	SMARCD3	1
MAX	ZNRF2	1
MAX	GAA	1
MAX	THAP8	1
MAX	QKI	1
MAX	PKNOX1	1
MAX	SPNS1	1
MAX	SLC25A39	1
MAX	CHD1	1
MAX	RAB3IL1	1
MAX	DDX18	1
MAX	SAMD10	1
MAX	PHLDA2	1
MAX	MRFAP1L1	1
MAX	MTA2	1
MAX	FBXL19	1
MAX	MINA	1
MAX	MIR3912	1
MAX	P2RX7	1
MAX	PMVK	1
MAX	ADSSL1	1
MAX	ZBTB11	1
MAX	SCARNA16	1
MAX	HBP1	1
MAX	AIRE	1
MAX	CSRP2BP	1
MAX	MRPL22	1
MAX	RHBDD1	1
MAX	PWWP2A	1
MAX	SPPL3	1
MAX	TSEN2	1
MAX	SLC2A6	1
MAX	ZNF296	1
MAX	DCTN1	1
MAX	ITPRIPL1	1
MAX	UVSSA	1
MAX	TRIM59	1
MAX	MZF1	1
MAX	ILK	1
MAX	COL25A1	1
MAX	AKAP11	1
MAX	PHC3	1
MAX	EIF4G1	1
MAX	FAHD1	1
MAX	CENPE	1
MAX	PET117	1
MAX	RABEPK	1
